trail_id,backpacking,beach,bike_touring,bird_watching,camping,cave,city_walk,cross_country_skiing,dog_friendly,easy,elevationm,event,fishing,forest,hard,hiking,historic_site,horse_back_riding,hot_springs,kid_friendly,lake,length_km,loop,medium,mountain_biking,name,nature_trips,ohv_off_road_driving,out_and_back,paddle_sports,partially_paved,paved,point_to_point,pub_walk,rails_trails,river,road_biking,rock_climbing,running,scenic_driving,skiing,snowshoeing,stroller_friendly,via_ferrata,views,walking,waterfalls,wheelchair_friendly,wildflowers,wildlife
1253,0,0,0,0,0,0,0,0,0,0,551,0,0,1,0,1,1,0,0,0,0,127,1,1,0,Pineta di Monteflavio - Monte Pellecchia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1259,0,0,0,0,0,0,0,0,0,0,913,0,0,1,1,1,0,0,0,0,0,105,1,0,0,Monte Gennaro via La Scarpellata,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1261,0,0,0,1,0,0,0,0,0,0,1141,0,0,1,0,0,0,0,0,0,0,333,1,1,1,Rifugio di Camposecco - Campo dell'Osso - Sella di Campaegli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1262,0,0,0,0,0,0,0,0,0,0,1058,0,0,0,1,0,1,0,0,0,1,576,1,0,1,Parco Acquedotti to Monte Cavo MTB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1266,0,0,0,0,0,0,0,0,0,0,561,0,0,1,0,1,0,0,0,0,0,95,1,1,0,Campo Di Segni to Monte Lupone Loop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1271,1,0,0,1,0,0,0,0,0,0,1419,0,0,1,1,1,0,0,0,0,0,385,1,0,1,Camposecco - Monte Autore - Gole di Fosso Fioio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1272,0,0,0,0,0,0,0,0,0,0,576,0,0,1,0,1,0,0,0,0,0,138,1,1,0,Monte La Monna,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1279,0,0,0,0,0,0,0,0,0,0,615,0,0,1,0,1,0,0,0,0,0,79,1,1,0,Mount Scalambra via Trail E1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1284,0,0,0,1,0,0,0,0,0,0,634,0,0,0,0,1,0,0,0,0,0,153,1,1,0,Monte Cavo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1292,0,0,0,0,0,0,0,0,0,0,516,0,0,1,0,1,0,0,0,0,1,417,1,1,1,Parco Acquedotti to Lago di Albano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1294,0,0,0,0,0,0,0,0,0,0,308,0,0,1,0,1,1,0,0,0,0,66,1,1,0,Eremo San Silvestro - Madonna delle Grazie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1297,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0,438,0,1,1,Tuscia Trail: Tarquinia - Tuscania,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1302,0,0,0,0,0,0,0,0,0,1,518,0,0,0,0,1,0,0,0,0,1,494,1,0,1,Giro del Lago di Bolsena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1304,0,1,0,0,0,0,0,0,0,1,154,0,0,0,0,0,0,0,0,0,0,328,1,0,1,Parco urbano Pineta di Castel Fusano e la costa,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1313,0,0,0,0,0,0,1,0,0,1,136,0,0,0,0,1,0,0,0,1,0,21,1,0,0,Civita di Bagnoregio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1320,1,0,0,0,1,0,0,0,0,0,1042,0,0,1,0,1,0,0,0,0,0,98,1,1,0,Settefrati - Forca Resuni,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1324,0,0,0,0,0,0,0,0,0,1,592,0,0,1,0,1,1,0,0,1,0,56,0,0,0,Lungofiume Genazzano - Capranica Prenestina,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1329,0,0,1,0,0,0,0,0,0,0,8082,0,0,1,1,0,1,0,0,0,0,8554,0,0,1,Roma a Santiago via Francigena: Roma a Montgenevro,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1331,0,0,0,0,0,0,0,0,0,0,950,0,0,1,1,1,1,0,0,0,0,269,1,0,1,Santuario della Mentorella Loop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1337,0,0,0,0,0,0,0,0,0,0,1024,0,0,1,0,0,0,0,0,0,1,344,1,1,1,Lago di Vico - Canepina,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1338,0,0,0,1,0,0,0,0,0,0,294,0,0,1,0,1,0,0,0,0,0,60,1,1,0,Monte Soratte - Casaccia dei Ladri,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1347,0,0,0,1,0,0,0,0,0,0,743,0,0,1,0,0,0,0,0,0,1,291,1,1,1,Due Vette dei Castelli Romani: Monte Cavo - Maschio delle Faete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1354,1,0,0,0,1,1,0,0,0,0,1299,0,0,1,0,0,0,0,0,0,0,327,1,1,1,Meta - Rifugio Cerasoli - Rifugio Femmina Morta - Rifugio Tassari,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1357,0,0,1,1,0,0,0,0,0,0,149,0,0,0,0,1,0,0,0,1,0,159,1,1,1,Lungo Tevere Torrita Tibertina,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1361,0,0,0,1,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,0,45,1,0,0,Caffarella Park Nature Trail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1362,0,0,0,1,0,0,0,0,0,0,2837,1,0,1,1,0,0,0,0,0,0,698,1,0,1,Marathon dei Monti Lucretili 2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1363,0,0,0,1,0,0,0,0,0,0,1594,0,0,1,0,0,0,0,0,0,0,341,1,1,1,Monte Pellecchia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1368,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,1,0,0,0,0,0,253,1,1,1,Nemi e la via Sacra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1369,0,0,0,0,0,0,0,0,0,0,1141,0,0,1,0,1,0,0,0,0,0,241,1,1,1,Colle di Piscignola - Monte Nuria - Colle delle Macchie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1373,0,0,0,0,0,0,0,0,0,0,892,0,0,1,1,1,0,0,0,0,0,85,1,0,0,Monte Passeggio,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1374,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,1,0,0,0,0,0,193,0,1,0,Parco della Cafarrella - Parco Naturale Regionale Appia Antica - Garbatella,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,1,0,0,0,0,1,240,1,1,0,Via Piana Del Pero,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1385,0,0,0,0,0,0,0,0,0,0,320,0,0,1,0,1,0,0,0,0,0,116,1,1,0,Pian Sultano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1391,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,1,0,0,0,0,0,304,1,1,1,Manziana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1394,0,0,0,0,0,0,0,0,0,0,600,0,0,1,0,1,0,0,0,0,0,132,1,1,0,Monte Tancia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1397,0,0,0,0,0,0,0,0,0,0,1127,0,0,1,0,0,0,0,0,0,0,346,1,1,1,Cervara - Monte Autore - Livata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1398,0,0,1,0,0,0,0,0,0,0,734,0,0,0,0,0,1,0,0,0,0,333,1,1,1,Villa Pamphilj - Parco Pineto - Monte Mario,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,249,1,1,1,Monte Cavo via Via Vicinale Delle Faete,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1407,0,0,0,0,0,0,0,0,0,0,333,0,0,1,0,1,0,0,0,0,0,68,1,1,0,Giro di Soriano,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1414,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,1,0,0,0,1,0,69,1,1,0,Palombara Sabina To Monte Gennaro Loop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1417,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,283,1,1,1,Volcano Mountain Bike Loop,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1422,0,0,0,0,0,0,0,0,0,0,495,0,0,1,0,1,0,0,0,0,1,119,1,1,0,Accumoli - Forca dei Copelli - Forca dei Pantani,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1425,1,0,0,1,0,0,0,0,1,0,761,0,0,1,1,1,0,0,0,0,0,135,1,0,0,Monte Lupone from Rocca Massima,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1427,0,1,0,0,0,0,0,0,0,0,1066,0,0,0,0,1,0,0,0,0,0,412,1,1,1,Tra Santa Marinella e la Tolfaccia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1430,0,0,0,0,0,0,0,0,0,0,792,0,0,1,0,0,0,0,0,0,1,179,1,1,1,"Trevignano Romano Trails - Rocca Romana, Whip, Sparrow, and Buzzard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1433,0,0,0,1,0,0,0,0,1,0,1172,0,0,0,0,0,0,0,0,0,0,671,1,1,1,Anello Riserva del Tevere e Monte Soratte,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1434,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,1,0,0,0,0,319,1,1,1,Giro per i Castelli Romani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1439,1,0,0,0,0,1,0,0,0,0,412,0,0,0,0,1,0,1,1,0,0,174,1,1,1,Canale Bassa,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1442,0,0,0,0,0,0,1,0,1,0,320,0,0,1,0,1,1,0,0,1,0,163,1,1,0,Cascata di San Vittorino,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1445,0,0,0,0,0,0,0,0,1,0,417,0,0,1,0,1,0,1,0,0,1,238,1,1,1,Lago di Vico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1452,0,0,0,0,0,0,0,0,0,1,315,0,0,0,0,1,1,0,0,0,0,60,1,0,0,Sentiero Sbote - Mancinella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1455,0,0,0,1,0,0,0,0,0,0,1044,0,0,1,1,1,0,0,0,0,0,190,1,0,0,Monte Gennaro from Licenza,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1456,0,0,0,0,0,0,0,0,0,0,350,0,0,1,0,1,0,0,0,0,0,80,1,1,0,Cima Casarene,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1458,0,0,0,0,0,0,0,0,0,0,700,0,0,1,1,1,0,0,0,0,0,108,1,0,0,Monte Viglio,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1459,1,0,0,0,0,0,0,0,0,0,1144,0,0,0,1,1,0,0,0,0,0,303,1,0,0,Faete Basse Loop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1461,0,0,0,0,0,0,0,0,0,0,1281,0,0,0,1,0,0,0,0,0,0,356,1,0,1,Laghetti Percile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1465,0,0,0,0,0,0,0,0,0,0,244,0,0,1,0,1,0,0,0,0,0,61,1,1,0,"Brecciaro, Guardia Orlando, Acquedotto",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1466,0,0,0,0,0,0,0,0,0,1,190,0,0,1,0,0,0,0,0,0,0,79,1,0,1,Gattaceca XC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1469,0,0,0,0,0,0,0,0,0,0,423,0,0,1,0,1,1,0,0,0,0,127,1,1,1,Villa Aldobrandini - Monte Tuscolo - Cisterna Romana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1476,0,0,0,0,0,0,0,0,0,0,815,0,0,0,1,1,0,0,0,0,0,182,1,0,0,Livata to Campaegli Hike,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1477,0,0,1,0,0,0,1,0,0,0,223,0,0,0,0,0,1,0,0,0,0,264,0,1,0,Pista Ciclabile del Tevere,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1482,0,0,0,1,0,0,0,0,0,0,641,0,0,1,0,1,0,0,0,0,0,167,1,1,0,I Monti Tiburtini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1485,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,1,0,0,0,0,0,58,1,1,0,Monte Guadagnolo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1490,0,0,0,1,0,0,1,0,1,1,68,0,0,0,0,0,1,0,0,1,0,64,0,0,0,Colli Albani - Garbatella,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1493,0,0,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,687,1,1,1,Orte Scalo - Otricoli - Narni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1494,0,1,1,1,0,0,0,0,0,0,358,0,0,0,0,0,1,0,0,0,0,542,0,1,1,La Regina Ciclarum (Villa Ada - Fiumicino),0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1495,0,0,0,1,0,0,0,0,0,0,547,0,0,1,0,1,0,0,0,0,0,105,1,1,0,Rifugio Cognolo via Fabioman Pass,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1500,0,0,0,0,0,0,0,0,0,0,1227,0,0,1,1,1,0,0,0,0,0,154,1,0,0,Pizzo di Moscio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1507,0,0,0,1,0,0,0,0,0,1,63,0,0,1,0,1,0,0,0,1,0,19,1,0,0,Cascate Monte Gelato,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1
1512,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,48,1,0,0,Monte Guardia - Punta del Fieno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1513,0,0,1,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,1,412,1,1,1,Labico - Lago di Giulianello,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1519,0,0,0,0,0,0,0,0,0,0,1288,0,0,1,0,1,0,0,0,0,0,95,0,1,0,Trevi nel Lazio - Piazzale Monti Ernici,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1520,0,0,0,0,0,0,0,0,0,1,376,0,0,0,0,0,1,0,0,0,0,299,1,0,0,Anello Ferroviario,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1521,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,40,1,0,0,Faro della Guardia - Monte Guardia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1524,1,0,0,1,0,0,0,0,0,0,1324,0,0,1,1,1,0,0,0,0,1,156,1,0,0,Cartore - Lago della Duchessa - Cima Zis - Monte Morrone,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1529,0,0,0,0,0,0,0,0,0,1,61,0,0,1,0,1,0,0,0,0,0,13,1,0,0,Fiume Turania,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1533,0,0,0,0,0,0,0,0,0,1,44,0,0,1,0,0,0,0,0,1,0,19,1,0,0,Villa Glori,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1535,0,0,0,1,0,0,0,0,0,0,1230,0,0,0,0,1,1,0,0,0,1,386,1,1,1,"Monte Cavo, Monte Serapullero, and Lake Albano",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1537,0,0,1,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,0,0,459,1,1,0,San Vittorino - Guadagnolo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1539,1,0,0,0,1,0,0,0,0,0,1071,0,0,1,1,1,0,0,0,0,0,229,0,0,1,Monte Livata - Monte Autore - Colle della Tagliata - Campo Staffi,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1540,0,0,0,0,0,0,0,0,0,0,906,0,0,1,1,1,0,0,0,0,0,109,1,0,0,Monte Nuria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1542,0,0,0,1,0,0,0,0,0,0,330,0,0,1,0,1,0,0,0,0,0,64,1,1,0,Monte Follettoso via Trails 304 and 305,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1546,0,0,0,1,0,0,0,0,0,0,792,0,0,1,0,0,0,0,0,0,1,447,1,1,1,Lago Bracciano - Cascate Monte Gelato,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1549,0,0,0,0,0,0,0,0,0,1,274,0,0,1,0,1,0,0,0,0,0,80,1,0,0,Lariano - Fonte Donzelletta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1551,0,0,0,0,0,0,0,0,0,0,385,0,0,1,1,1,0,1,0,0,0,156,1,0,1,Fosso della Mola - Valle Vittoria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1552,0,0,0,0,0,0,0,0,0,0,1301,0,0,1,1,1,0,0,0,0,0,134,1,0,0,Pizzo Deta from Rendinara,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1554,0,0,0,0,0,0,0,1,0,0,719,0,0,1,0,1,0,0,0,0,0,69,1,1,0,Vallonina - Vetta Sassetelli,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1555,0,0,0,1,0,0,0,0,0,0,976,0,0,1,0,0,0,1,0,0,1,505,1,1,1,Cerveteri - Manziana Casale delle Pietrische,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1556,0,0,0,0,0,0,0,0,0,0,1590,0,0,1,1,1,0,0,0,0,0,264,1,0,0,Anello Lapini Nord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1559,0,0,0,0,0,0,0,0,0,0,1062,0,0,0,1,1,0,0,0,0,0,164,1,0,1,Valle Amara e Sentiero dei Pastori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1560,0,0,0,1,0,0,0,0,0,0,830,0,0,1,0,0,0,0,0,0,0,275,1,1,1,Poggio Felcioso - Poggio Freddara,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1565,0,0,0,0,0,0,0,0,0,1,134,0,0,0,0,1,0,0,0,0,0,24,1,0,0,Gole del Farfa,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,0,0,0,0,0,0,0,0,0,0,1573,0,0,1,1,0,0,0,0,0,1,444,1,0,1,Lago Albano - Monte Cavo - Monte Tuscolo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1569,0,0,0,1,0,1,0,0,0,0,274,0,0,1,0,0,1,0,0,1,0,103,1,1,0,Cascate Monte Gelato - Mazzano Romano,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
1573,1,0,0,1,0,0,0,0,0,0,372,0,0,1,0,1,0,0,0,0,1,140,1,1,1,Lagustelli di Percile,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1577,0,0,0,0,0,0,0,0,0,0,382,0,0,1,0,1,0,0,0,0,0,66,1,1,0,Vicovaro - Sentiero 304 - Via della Forcella,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1578,0,0,0,0,0,0,0,0,0,0,710,0,0,1,0,1,0,0,0,0,0,163,0,1,0,Labro to Greccio Santuario,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1581,0,0,0,1,0,1,0,0,0,0,991,0,0,1,1,1,0,0,0,0,0,132,1,0,0,Prati di Mezzo - Monte Meta - Monte a Mare - Cima Campaglione,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1584,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,1,1,0,0,0,0,71,1,0,0,Rocca Orsini - Via di Pratolungo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1587,0,0,0,1,0,0,0,0,0,0,1035,0,0,1,0,1,0,0,0,0,0,208,1,1,0,Stazzano - Can Pirelli - Monte la Guardia,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1590,0,0,1,0,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,1,457,0,1,0,Lago di Bracciano - Lago Vico,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1593,0,0,0,0,0,0,0,0,0,0,867,0,0,1,0,1,0,0,0,0,0,177,1,1,0,Fonte Nocella - Area del Crognale - Monte Pellecchia,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1594,0,0,1,0,0,0,0,0,0,0,950,0,0,0,1,0,0,0,0,0,0,208,1,0,0,Monte Scalambra,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1597,0,0,0,1,0,0,0,0,0,0,981,0,0,1,0,0,1,0,0,0,0,298,1,1,1,Monte Tuscolo - Maschio delle Faete - Monte Cavo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1598,0,0,0,0,0,0,0,0,0,0,435,0,0,1,0,1,0,0,0,0,0,64,1,1,0,Monte Doro,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1601,0,0,0,0,0,0,0,0,0,1,966,0,0,0,0,0,0,0,0,0,0,660,1,0,0,Roma - Sacrofano in Bici,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0,1513,0,0,1,0,0,1,0,0,0,0,412,1,1,1,Castello di Sermoneta - Semprevisa - Camporosello,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1603,0,0,0,0,0,0,0,0,0,0,1394,0,0,1,1,0,0,0,0,0,0,472,1,0,1,Caira - Sant'Elia Fiumerapido - Campo Pagliuolo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1606,0,0,0,0,0,1,0,0,0,0,417,0,0,1,0,1,1,0,0,0,0,85,1,1,0,Roccantica - Revotano,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1608,0,0,0,0,0,0,0,0,0,0,1350,0,0,1,1,1,0,0,0,0,0,143,1,0,1,Monte di Cambio,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1609,1,0,0,0,0,0,0,0,0,0,734,0,0,1,0,1,0,0,0,0,1,140,0,1,0,"Cammino delle Terre Mutate, Segment 11: Amatrice - Campotosto",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1612,0,0,0,0,0,0,0,1,0,0,756,0,0,1,0,1,0,0,0,0,0,126,1,1,0,Rifugio Vallonina - Colle Leprino - Passo del Lupo,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1613,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,21,1,0,0,Punta Incenso - Cala Cecata,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1618,1,0,0,1,0,0,0,0,0,0,753,0,0,1,0,1,0,0,0,0,0,185,0,1,0,"Cammino delle Terre Mutate, Segment 10: Accumoli - Amatrice",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1620,0,0,0,0,0,0,0,0,0,0,2310,0,0,1,1,0,1,0,0,0,1,782,0,0,1,Lago del Salto - Alta Sabina - Lago del Turano,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
